Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;15
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;12
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;20
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;6
América Central e Caribe;2;Guatemala;15;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;17
América do Sul;4;Guiana;31;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América do Sul;4;Guiana;31;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América do Sul;4;Guiana;31;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América do Sul;4;Guiana;31;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América do Sul;4;Guiana;31;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;10
América do Sul;4;Guiana;31;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América do Sul;4;Guiana Francesa;32;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
África;1;Outros países da África;11;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Haiti;16;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Haiti;16;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Haiti;16;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;44
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;58
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;40
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;34
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;30
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;38
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;31
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;31
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;43
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;44
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;41
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;25
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;34
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;48
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;42
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;46
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;46
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;56
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;42
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;83
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;80
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;64
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;77
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;67
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;75
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;58
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;57
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;84
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;61
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;86
Europa;6;Holanda;70;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;61
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;6
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Honduras;17;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;6
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;20
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Europa;6;Hungria;71;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;14
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;6
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;10
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;14
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;9
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;6
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;9
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;18
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Índia;44;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Indonésia;45;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;6
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Irã;46;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;12
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;14
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;15
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;10
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;19
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;14
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;9
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;20
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;52
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;22
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;28
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;12
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;15
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;20
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;25
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;21
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;24
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;31
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;22
Europa;6;Irlanda;72;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;22
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;62
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;9
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;19
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;18
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;7
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;9
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;10
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;12
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;16
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;20
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;30
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Ásia;5;Israel;47;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;47
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;190
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;59
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;68
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;81
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;65
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;65
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;64
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;57
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;70
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;79
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;49
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;105
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;74
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;87
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;66
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;67
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;67
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;92
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;113
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;128
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;193
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;196
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;167
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;168
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;311
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;298
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;281
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;231
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;234
Europa;6;Itália;73;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;102
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;14
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;13
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;33
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;14
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;4
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;1
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;3
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;11
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;8
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;5
Ásia;5;Japão;48;Rio de Janeiro;19;Aéreo;1;2024;Dezembro;12;2
